"Datapoint Number","Test Time (s)","Cycle Number","Current (A)","Potential (V)","Step Index","Step Time (s)","Charge Capacity (Ah)","Discharge Capacity (Ah)","Charge Energy (Wh)","Discharge Energy (Wh)","Timestamp","dV/dt (V/s)","dQ/dV (Ah/V)","Current Cycle Net Capacity (Ah)","Current Cycle Net Energy (Wh)","Test Net Capacity (Ah)","Test Net Energy (Wh)","Test Cumulative Capacity (Ah)","Test Cumulative Energy (Wh)","Power (W)","[Maccor] Datapoint ID","[Maccor] Cycle","[Maccor] Step Index","[Maccor] Test Time (s)","[Maccor] Step Time (s)","[Maccor] Capacity (Ah)","[Maccor] Energy (Wh)","[Maccor] Current (A)","[Maccor] Potential (V)","[Maccor] State","[Maccor] Ending Status","[Maccor] Datapoint Time","[Maccor] AC Impedance (Ω)","[Maccor] Internal Resistance (Ω)","[Maccor] VAR 1","[Maccor] VAR 10","[Maccor] VAR 11","[Maccor] VAR 12","[Maccor] VAR 13","[Maccor] VAR 14","[Maccor] VAR 15","[Maccor] VAR 2","[Maccor] VAR 3","[Maccor] VAR 4","[Maccor] VAR 5","[Maccor] VAR 6","[Maccor] VAR 7","[Maccor] VAR 8","[Maccor] VAR 9"
2078,198319.25,6,-0.2793926909,3.74532692,14,11846.31,2.1691447607,0.9211999886,8.2497475606,3.6230181066,1592519892000,-2.71498831527514e-05,-2.86419421414837,-1.2479447721,-4.626729454,-1.8437982232,-7.5446231412,11.8434165536,46.0476597054,-1.04641696647901,2078,6,14,198319.25,11846.31,0.9211999886,3.6230181066,-0.2793926909,3.74532692,D,5,06/18/2020 18:38:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,198509.75,6,-0.2798504616,3.74029145,14,12036.81,2.1691447607,0.9360137649,8.2497475606,3.6784649205,1592520083000,-2.64329133858276e-05,-2.94188552409209,-1.2331309958,-4.5712826401,-1.8289844469,-7.4891763273,11.8582303299,46.1031065193,-1.04672228880103,2079,6,14,198509.75,12036.81,0.9360137649,3.6784649205,-0.2798504616,3.74029145,D,5,06/18/2020 18:41:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,198704.98,6,-0.2804608225,3.73525597,14,12232.04,2.1691447607,0.9511954172,8.2497475606,3.7352114122,1592520278000,-2.57925523741219e-05,-3.01493647080328,-1.2179493435,-4.5145361484,-1.8138027946,-7.4324298356,11.8734119822,46.159853011,-1.04759296159424,2080,6,14,198704.98,12232.04,0.9511954172,3.7352114122,-0.2804608225,3.73525597,D,5,06/18/2020 18:44:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,198897.24,6,-0.2800030518,3.73022049,14,12424.3,2.1691447607,0.966146078,8.2497475606,3.7910192505,1592520470000,-2.61909913658596e-05,-2.96906368409791,-1.2029986827,-4.4587283101,-1.7988521338,-7.3766219973,11.888362643,46.2156608493,-1.04447312108689,2081,6,14,198897.24,12424.3,0.966146078,3.7910192505,-0.2800030518,3.73022049,D,5,06/18/2020 18:47:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,199098.58,6,-0.2800030518,3.72518502,14,12625.64,2.1691447607,0.9818028437,8.2497475606,3.8493840524,1592520672000,-2.50097844442249e-05,-3.1092957956256,-1.187341917,-4.4003635082,-1.7831953681,-7.3182571954,11.9040194087,46.2740256512,-1.04306317411964,2082,6,14,199098.58,12625.64,0.9818028437,3.8493840524,-0.2800030518,3.72518502,D,5,06/18/2020 18:51:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,199300.48,6,-0.2792401007,3.72014954,14,12827.54,2.1691447607,0.9975031417,8.2497475606,3.9078313075,1592520874000,-2.49404655770159e-05,-3.11793473511963,-1.171641619,-4.3419162531,-1.7674950701,-7.2598099403,11.9197197067,46.3324729063,-1.03881493216866,2083,6,14,199300.48,12827.54,0.9975031417,3.9078313075,-0.2792401007,3.72014954,D,5,06/18/2020 18:54:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,199509.46,6,-0.280155642,3.71503777,14,13036.52,2.1691447607,1.0137539868,8.2497475606,3.9682467753,1592521083000,-2.44605703895135e-05,-3.17910334385151,-1.1553907739,-4.2815007853,-1.751244225,-7.1993944725,11.9359705518,46.3928883741,-1.0407887915086,2084,6,14,199509.46,13036.52,1.0137539868,3.9682467753,-0.280155642,3.71503777,D,5,06/18/2020 18:58:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,199726.66,6,-0.2809185931,3.71000229,14,13253.72,2.1691447607,1.0306440414,8.2497475606,4.0309531043,1592521300000,-2.31836095764264e-05,-3.3542094497444,-1.1385007193,-4.2187944563,-1.7343541704,-7.1366881435,11.9528606064,46.4555947031,-1.04220862370458,2085,6,14,199726.66,13253.72,1.0306440414,4.0309531043,-0.2809185931,3.71000229,D,5,06/18/2020 19:01:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,199951.17,6,-0.2800030518,3.70496681,14,13478.23,2.1691447607,1.0481025461,8.2497475606,4.0956814119,1592521524000,-2.24287559574159e-05,-3.4670984096852,-1.1210422146,-4.1540661487,-1.7168956657,-7.0719598359,11.9703191111,46.5203230107,-1.03740201361771,2086,6,14,199951.17,13478.23,1.0481025461,4.0956814119,-0.2800030518,3.70496681,D,5,06/18/2020 19:05:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,200181.61,6,-0.2792401007,3.69993133,14,13708.67,2.1691447607,1.06602219,8.2497475606,4.1620292454,1592521755000,-2.1851588265929e-05,-3.55867641217929,-1.1031225707,-4.0877183152,-1.6989760218,-7.0056120024,11.988238755,46.5866708442,-1.03316919717228,2087,6,14,200181.61,13708.67,1.06602219,4.1620292454,-0.2792401007,3.69993133,D,5,06/18/2020 19:09:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,200425.32,6,-0.280155642,3.69489586,14,13952.38,2.1691447607,1.0849737371,8.2497475606,4.2321027863,1592521998000,-2.06617291042621e-05,-3.76361036804902,-1.0841710236,-4.0176447743,-1.6800244747,-6.9355384615,12.0071903021,46.6567443851,-1.03514592178144,2088,6,14,200425.32,13952.38,1.0849737371,4.2321027863,-0.280155642,3.69489586,D,5,06/18/2020 19:13:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,200681.53,6,-0.2803082322,3.68986038,14,14208.59,2.1691447607,1.1048973051,8.2497475606,4.3056698073,1592522255000,-1.96537215565366e-05,-3.95663730170689,-1.0642474556,-3.9440777533,-1.6601009067,-6.8619714405,12.0271138701,46.7303114061,-1.03429824018262,2089,6,14,200681.53,14208.59,1.1048973051,4.3056698073,-0.2803082322,3.68986038,D,5,06/18/2020 19:17:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,200943.13,6,-0.2803082322,3.6848249,14,14470.19,2.1691447607,1.1252400494,8.2497475606,4.3806820184,1592522516000,-1.9248776758408e-05,-4.03988185833367,-1.0439047113,-3.8690655422,-1.6397581624,-6.7869592294,12.0474566144,46.8053236172,-1.03288675368554,2090,6,14,200943.13,14470.19,1.1252400494,4.3806820184,-0.2803082322,3.6848249,D,5,06/18/2020 19:21:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,201227.04,6,-0.2795452811,3.67978943,14,14754.1,2.1691447607,1.1473176729,8.2497475606,4.461980145,1592522800000,-1.77361487795431e-05,-4.38442161307661,-1.0218270878,-3.7877674156,-1.6176805389,-6.7056611028,12.0695342379,46.8866217438,-1.02866777059816,2091,6,14,201227.04,14754.1,1.1473176729,4.461980145,-0.2795452811,3.67978943,D,5,06/18/2020 19:26:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,201513.47,6,-0.2793926909,3.67475395,14,15040.53,2.1691447607,1.1695912502,8.2497475606,4.5438871482,1592523087000,-1.75801417449297e-05,-4.42332752786221,-0.9995535105,-3.7058604124,-1.5954069616,-6.6237540996,12.0918078152,46.968528747,-1.0266993944859,2092,6,14,201513.47,15040.53,1.1695912502,4.5438871482,-0.2793926909,3.67475395,D,5,06/18/2020 19:31:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,201822.62,6,-0.2786297398,3.66971847,14,15349.68,2.1691447607,1.193631598,8.2497475606,4.6321705173,1592523396000,-1.6288144913473e-05,-4.77419189431778,-0.9755131627,-3.6175770433,-1.5713666138,-6.5354707305,12.115848163,47.0568121161,-1.02249270243535,2093,6,14,201822.62,15349.68,1.193631598,4.6321705173,-0.2786297398,3.66971847,D,5,06/18/2020 19:36:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,202145.7,6,-0.2796978714,3.6646067,14,15672.76,2.1691447607,1.2187551982,8.2497475606,4.7243050575,1592523719000,-1.58219945524309e-05,-4.91485340694171,-0.9503895625,-3.5254425031,-1.5462430136,-6.4433361903,12.1409717632,47.1489466563,-1.02498269350818,2094,6,14,202145.7,15672.76,1.2187551982,4.7243050575,-0.2796978714,3.6646067,D,5,06/18/2020 19:41:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,202485.87,6,-0.2798504616,3.65957122,14,16012.93,2.1691447607,1.2452077202,8.2497475606,4.8211800465,1592524059000,-1.480283387718e-05,-5.25322749767631,-0.9239370405,-3.4285675141,-1.5197904916,-6.3464612013,12.1674242852,47.2458216453,-1.02413269517508,2095,6,14,202485.87,16012.93,1.2452077202,4.8211800465,-0.2798504616,3.65957122,D,5,06/18/2020 19:47:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,202850.91,6,-0.2798504616,3.65453574,14,16377.97,2.1691447607,1.2735942143,8.2497475606,4.924993731,1592524424000,-1.37943239097085e-05,-5.63729656358458,-0.8955505464,-3.3247538296,-1.4914039975,-6.2426475168,12.1958107793,47.3496353298,-1.0227235137727,2096,6,14,202850.91,16377.97,1.2735942143,4.924993731,-0.2798504616,3.65453574,D,5,06/18/2020 19:53:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,203220.88,6,-0.280155642,3.64942397,14,16747.94,2.1691447607,1.3023641048,8.2497475606,5.0300641811,1592524794000,-1.38167148687733e-05,-5.62816607554705,-0.8667806559,-3.2196833795,-1.462634107,-6.1375770667,12.2245806698,47.4547057799,-1.02240671524554,2097,6,14,203220.88,16747.94,1.3023641048,5.0300641811,-0.280155642,3.64942397,D,5,06/18/2020 19:59:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,203621.16,6,-0.2796978714,3.64438849,14,17148.22,2.1691447607,1.3334910103,8.2497475606,5.1435841993,1592525194000,-1.25798940741484e-05,-6.18151705497756,-0.8356537504,-3.1061633613,-1.4315072015,-6.0240570485,12.2557075753,47.5682257981,-1.01932770320766,2098,6,14,203621.16,17148.22,1.3334910103,5.1435841993,-0.2796978714,3.64438849,D,5,06/18/2020 20:06:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,204018.04,6,-0.2804608225,3.63935302,14,17545.1,2.1691447607,1.364353493,8.2497475606,5.2559837123,1592525591000,-1.26876385809304e-05,-6.12901729133561,-0.8047912677,-2.9937638483,-1.4006447188,-5.9116575355,12.286570058,47.6806253111,-1.02069594135706,2099,6,14,204018.04,17545.1,1.364353493,5.2559837123,-0.2804608225,3.63935302,D,5,06/18/2020 20:13:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,204440.17,6,-0.2804608225,3.63431754,14,17967.23,2.1691447607,1.3971794156,8.2497475606,5.3753694583,1592526013000,-1.19287423305618e-05,-6.51892621954577,-0.7719653451,-2.8743781023,-1.3678187962,-5.7922717895,12.3193959806,47.8000110571,-1.01928368649458,2100,6,14,204440.17,17967.23,1.3971794156,5.3753694583,-0.2804608225,3.63431754,D,5,06/18/2020 20:20:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,204870.2,6,-0.280155642,3.62928206,14,18397.26,2.1691447607,1.430619721,8.2497475606,5.4968198974,1592526443000,-1.17096016556987e-05,-6.6409369911108,-0.7385250397,-2.7529276632,-1.3343784908,-5.6708213504,12.352836286,47.9214614962,-1.01676384551838,2101,6,14,204870.2,18397.26,1.430619721,5.4968198974,-0.280155642,3.62928206,D,5,06/18/2020 20:27:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,205315.8,6,-0.280155642,3.62424659,14,18842.86,2.1691447607,1.4652707752,8.2497475606,5.6224932481,1592526889000,-1.13004263913833e-05,-6.88139422933675,-0.7038739855,-2.6272543125,-1.2997274366,-5.5451479997,12.3874873402,48.0471348469,-1.01535313018776,2102,6,14,205315.8,18842.86,1.4652707752,5.6224932481,-0.280155642,3.62424659,D,5,06/18/2020 20:34:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,205765.53,6,-0.2800030518,3.61913481,14,19292.59,2.1691447607,1.5002430673,8.2497475606,5.7491549059,1592527339000,-1.13663309096567e-05,-6.84150963069596,-0.6689016934,-2.5005926547,-1.2647551445,-5.4184863419,12.4224596323,48.1737965047,-1.01336879167561,2103,6,14,205765.53,19292.59,1.5002430673,5.7491549059,-0.2800030518,3.61913481,D,5,06/18/2020 20:42:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,206228.21,6,-0.2800030518,3.61409934,14,19755.27,2.1691447607,1.536222279,8.2497475606,5.8792832263,1592527801000,-1.08832670528222e-05,-7.14515461317437,-0.6329224817,-2.3704643343,-1.2287759328,-5.2883580215,12.458438844,48.3039248251,-1.01195884470837,2104,6,14,206228.21,19755.27,1.536222279,5.8792832263,-0.2800030518,3.61409934,D,5,06/18/2020 20:50:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,206692.91,6,-0.280155642,3.60906386,14,20219.97,2.1691447607,1.5723586362,8.2497475606,6.0097952757,1592528266000,-1.0835980202281e-05,-7.17634807406633,-0.5967861245,-2.2399522849,-1.1926395756,-5.1578459721,12.4945752012,48.4344368745,-1.0110996027173,2105,6,14,206692.91,20219.97,1.5723586362,6.0097952757,-0.280155642,3.60906386,D,5,06/18/2020 20:57:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,207146.21,6,-0.2806134127,3.60402838,14,20673.27,2.1691447607,1.6076085065,8.2497475606,6.1369286347,1592528720000,-1.11084932715646e-05,-7.00029993168453,-0.5615362542,-2.1128189259,-1.1573897053,-5.0307126131,12.5298250715,48.5615702335,-1.01133870317945,2106,6,14,207146.21,20673.27,1.6076085065,6.1369286347,-0.2806134127,3.60402838,D,5,06/18/2020 21:05:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,207602.13,6,-0.2798504616,3.59891661,14,21129.19,2.1691447607,1.6430620567,8.2497475606,6.2646182096,1592529175000,-1.12119889454289e-05,-6.93567007122763,-0.526082704,-1.985129351,-1.1219361551,-4.9030230382,12.5652786217,48.6892598084,-1.00715847456841,2107,6,14,207602.13,21129.19,1.6430620567,6.2646182096,-0.2798504616,3.59891661,D,5,06/18/2020 21:12:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,208050.16,6,-0.2800030518,3.59388113,14,21577.22,2.1691447607,1.6779020684,8.2497475606,6.3899215702,1592529623000,-1.12391580920913e-05,-6.91890578455331,-0.4912426923,-1.8598259904,-1.0870961434,-4.7777196776,12.6001186334,48.814563169,-1.00629768420643,2108,6,14,208050.16,21577.22,1.6779020684,6.3899215702,-0.2800030518,3.59388113,D,5,06/18/2020 21:20:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,208486.61,6,-0.2795452811,3.58884565,14,22013.67,2.1691447607,1.7118416029,8.2497475606,6.5118139559,1592530060000,-1.15373582311841e-05,-6.74007929730619,-0.4573031578,-1.7379336047,-1.0531566089,-4.6558272919,12.6340581679,48.9364555547,-1.00324486605376,2109,6,14,208486.61,22013.67,1.7118416029,6.5118139559,-0.2795452811,3.58884565,D,5,06/18/2020 21:27:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,208902.83,6,-0.2804608225,3.58381018,14,22429.89,2.1691447607,1.7442080343,8.2497475606,6.6278938405,1592530476000,-1.2098097160156e-05,-6.42768825948697,-0.4249367264,-1.6218537201,-1.0207901775,-4.5397474073,12.6664245993,49.0525354393,-1.00511835076667,2110,6,14,208902.83,22429.89,1.7442080343,6.6278938405,-0.2804608225,3.58381018,D,5,06/18/2020 21:34:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,209301.15,6,-0.2800030518,3.5787747,14,22828.21,2.1691447607,1.7751824915,8.2497475606,6.7388251312,1592530874000,-1.26417955412734e-05,-6.15124222517028,-0.3939622692,-1.5109224294,-0.9898157203,-4.4288161166,12.6973990565,49.16346673,-1.00206783770463,2111,6,14,209301.15,22828.21,1.7751824915,6.7388251312,-0.2800030518,3.5787747,D,5,06/18/2020 21:41:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,209674.46,6,-0.2800030518,3.57373922,14,23201.52,2.1691447607,1.8042121229,8.2497475606,6.8426457422,1592531248000,-1.34887359031359e-05,-5.76501771429979,-0.3649326378,-1.4071018184,-0.9607860889,-4.3249955056,12.7264286879,49.267287341,-1.00065788793735,2112,6,14,209674.46,23201.52,1.8042121229,6.8426457422,-0.2800030518,3.57373922,D,5,06/18/2020 21:47:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,210018.68,6,-0.2800030518,3.56862745,14,23545.74,2.1691447607,1.8309795944,8.2497475606,6.9382415054,1592531592000,-1.48502992272385e-05,-5.23643894384902,-0.3381651663,-1.3115060552,-0.9340186174,-4.2293997424,12.7531961594,49.3628831042,-0.999226576737252,2113,6,14,210018.68,23545.74,1.8309795944,6.9382415054,-0.2800030518,3.56862745,D,5,06/18/2020 21:53:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,210339.72,6,-0.2793926909,3.56359197,14,23866.78,2.1691447607,1.8559445148,8.2497475606,7.0272728782,1592531913000,-1.56848990779964e-05,-4.95780350631915,-0.3132002459,-1.2224746824,-0.909053697,-4.1403683696,12.7781610798,49.451914477,-0.995641549767932,2114,6,14,210339.72,23866.78,1.8559445148,7.0272728782,-0.2793926909,3.56359197,D,5,06/18/2020 21:58:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,210628.4,6,-0.280155642,3.5584802,14,24155.46,2.1691447607,1.8783930508,8.2497475606,7.1072164663,1592532202000,-1.77073922682562e-05,-4.39153874294037,-0.2907517099,-1.1425310943,-0.886605161,-4.0604247815,12.8006096158,49.5318580651,-0.996928304975288,2115,6,14,210628.4,24155.46,1.8783930508,7.1072164663,-0.280155642,3.5584802,D,5,06/18/2020 22:03:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,210898.88,6,-0.2803082322,3.55344472,14,24425.94,2.1691447607,1.899426304,8.2497475606,7.1820131519,1592532472000,-1.86168293404314e-05,-4.17701057297422,-0.2697184567,-1.0677344087,-0.8655719078,-3.9856280959,12.821642869,49.6066547507,-0.996059807683624,2116,6,14,210898.88,24425.94,1.899426304,7.1820131519,-0.2803082322,3.55344472,D,5,06/18/2020 22:07:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,211145.76,6,-0.2798504616,3.54840925,14,24672.82,2.1691447607,1.9186243687,8.2497475606,7.2501861689,1592532719000,-2.03964274141268e-05,-3.81256659259225,-0.250520392,-0.999561391699999,-0.8463738431,-3.9174550789,12.8408409337,49.6748277677,-0.99302396655821,2117,6,14,211145.76,24672.82,1.9186243687,7.2501861689,-0.2798504616,3.54840925,D,5,06/18/2020 22:11:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,211380.56,6,-0.2800030518,3.54329747,14,24907.62,2.1691447607,1.9368830871,8.2497475606,7.3149312538,1592532954000,-2.1770783645657e-05,-3.57189049606991,-0.2322616736,-0.934816306799999,-0.8281151247,-3.852709994,12.8590996521,49.7395728526,-0.992134105035219,2118,6,14,211380.56,24907.62,1.9368830871,7.3149312538,-0.2800030518,3.54329747,D,5,06/18/2020 22:15:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,211610.48,6,-0.2798504616,3.5381857,14,25137.54,2.1691447607,1.9547622996,8.2497475606,7.3782394427,1592533184000,-2.22328201113421e-05,-3.49765590001119,-0.2143824611,-0.871508117899999,-0.8102359122,-3.7894018051,12.8769788646,49.8028810415,-0.990162901371519,2119,6,14,211610.48,25137.54,1.9547622996,7.3782394427,-0.2798504616,3.5381857,D,5,06/18/2020 22:19:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,211840.61,6,-0.280155642,3.53315023,14,25367.67,2.1691447607,1.9726578321,8.2497475606,7.4415142756,1592533414000,-2.18809803154768e-05,-3.55389516768052,-0.1964869286,-0.808233284999999,-0.7923403797,-3.7261269722,12.8948743971,49.8661558744,-0.989831970968098,2120,6,14,211840.61,25367.67,1.9726578321,7.4415142756,-0.280155642,3.53315023,D,5,06/18/2020 22:23:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,212057.69,6,-0.2800030518,3.52803845,14,25584.75,2.1691447607,1.9895386057,8.2497475606,7.5011154019,1592533631000,-2.35479086051208e-05,-3.30232787796041,-0.179606155,-0.7486321587,-0.7754596061,-3.6665258459,12.9117551707,49.9257570007,-0.987861532867742,2121,6,14,212057.69,25584.75,1.9895386057,7.5011154019,-0.2800030518,3.52803845,D,5,06/18/2020 22:27:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,212268.49,6,-0.2800030518,3.52292668,14,25795.55,2.1691447607,2.0059309979,8.2497475606,7.5589098833,1592533842000,-2.42493833017095e-05,-3.20679377202026,-0.1632137628,-0.690837677299999,-0.7590672139,-3.6087313645,12.9281475629,49.9835514821,-0.986430221667642,2122,6,14,212268.49,25795.55,2.0059309979,7.5589098833,-0.2800030518,3.52292668,D,5,06/18/2020 22:30:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,212470.4,6,-0.2798504616,3.5178912,14,25997.46,2.1691447607,2.0216320562,8.2497475606,7.6141863007,1592534044000,-2.49392303501538e-05,-3.1180857237047,-0.1475127045,-0.635561259899999,-0.7433661556,-3.5534549471,12.9438486212,50.0388278995,-0.984483476178578,2123,6,14,212470.4,25997.46,2.0216320562,7.6141863007,-0.2798504616,3.5178912,D,5,06/18/2020 22:34:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,212648.93,6,-0.2798504616,3.51285573,14,26175.99,2.1691447607,2.0355150399,8.2497475606,7.6629914959,1592534222000,-2.82051756007404e-05,-2.75703831022722,-0.1336297208,-0.586756064699999,-0.7294831719,-3.5046497519,12.9577316049,50.0876330947,-0.983074297574705,2124,6,14,212648.93,26175.99,2.0355150399,7.6629914959,-0.2798504616,3.51285573,D,5,06/18/2020 22:37:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,212818.13,6,-0.2798504616,3.50782025,14,26345.19,2.1691447607,2.0486724965,8.2497475606,7.7091798037,1592534392000,-2.97605200945611e-05,-2.61294982802034,-0.1204722642,-0.5405677569,-0.7163257153,-3.4584614441,12.9708890615,50.1338214025,-0.981665116172327,2125,6,14,212818.13,26345.19,2.0486724965,7.7091798037,-0.2798504616,3.50782025,D,5,06/18/2020 22:39:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,212974.61,6,-0.2800030518,3.50278477,14,26501.67,2.1691447607,2.0608408026,8.2497475606,7.7518344837,1592534548000,-3.2179703476487e-05,-2.41651363921598,-0.1083039581,-0.4979130769,-0.7041574092,-3.4158067641,12.9830573676,50.1764760825,-0.980790425398561,2126,6,14,212974.61,26501.67,2.0608408026,7.7518344837,-0.2800030518,3.50278477,D,5,06/18/2020 22:42:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
